Planet Name,disc_year,semi major axis (au),pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,planet radius (earth radius),pl_radeerr1,pl_radeerr2,pl_radelim,planet mass (earth mass),pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,radius of star (solar radius),st_raderr1,st_raderr2,st_radlim,mass of star (solar masses),st_masserr1,st_masserr2,st_masslim,metallicity = log(k)*metallicity of sun,st_meterr1,st_meterr2,st_metlim,rowupdate
WASP-57 b,2012,0.03772,0.00083,-0.00089,0,11.769,0.583,-0.583,0,204.36469,17.79848,-17.16282,0,0.69,0.13,-0.11,0,0.93,0.03,-0.03,0,0.89,0.06,-0.06,0,-0.25,0.1,-0.1,0,18-03-2019
WASP-49 b,2012,0.0379,0.001,-0.0011,0,12.498,0.527,-0.527,0,126.81417,9.21707,-8.58141,0,0.356,0.057,-0.048,0,0.98,0.03,-0.03,0,0.94,0.08,-0.08,0,-0.23,0.07,-0.07,0,18-03-2019
WASP-57 b,2012,0.0386,0.0004,-0.0004,0,10.267,0.191,-0.157,0,213.573,15.573,-14.62,0,1.161,0.101,-0.094,0,0.84,0.07,-0.16,0,0.95,0.03,-0.03,0,-0.25,0.1,-0.1,0,14-05-2014
WASP-41 b,2012,0.04,0.001,-0.001,0,13.227,0.336,-0.336,0,298.7602,15.8915,-15.8915,0,0.74,0.04,-0.04,0,0.87,0.03,-0.03,0,0.93,0.07,-0.07,0,0.06,0.02,-0.02,0,25-04-2018
WASP-41 b,2012,0.04022,0.00044,-0.00044,0,13.451,0.673,-0.673,0,299.07803,20.65895,-20.34112,0,0.672,0.13,-0.099,0,0.9,0.05,-0.05,0,0.93,0.03,-0.03,0,-0.08,0.09,-0.09,0,18-03-2019
WASP-41 b,2012,0.041,0.0005,-0.0005,0,13.204,0.202,-0.202,0,310.51991,8.26358,-8.26358,0,0.742,0.028,-0.028,0,0.89,0.01,-0.01,0,0.99,0.03,-0.03,0,0.06,0.05,-0.05,0,25-04-2018
CoRoT-21 b,2012,0.0416,0.00094,-0.001,0,14.572,1.569,-1.569,0,705.5826,177.9848,-177.9848,0,1.24,0.62,-0.43,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,0,0.1,-0.1,0,18-03-2019
CoRoT-21 b,2012,0.0417,0.0011,-0.0011,0,14.572,1.569,-1.569,0,718.2958,98.5273,-98.5273,0,1.36,0.48,-0.48,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,0,0.1,-0.1,0,03-12-2018
Kepler-21 b,2012,0.042507,0.000098,-0.000119,0,1.635,0.038,-0.043,0,10.4,,,1,12.9,,,1,1.86,0.02,-0.02,0,1.34,0.01,-0.01,0,-0.15,0.06,-0.06,0,05-10-2016
HAT-P-41 b,2012,0.04258,0.00047,-0.00048,0,18.887,0.852,-0.572,0,252.67485,17.79848,-28.92253,0,0.204,0.006,-0.0088,0,1.68,0.06,-0.04,0,1.42,0.05,-0.05,0,0.21,0.1,-0.1,0,18-03-2019
Kepler-21 b,2012,0.042717,0,0,0,1.639,0.019,-0.015,0,5.08,1.72,-1.72,0,6.4,2.1,-2.1,0,1.9,0.02,-0.01,0,1.41,0.02,-0.03,0,-0.03,0.1,-0.1,0,05-10-2016
Kepler-21 b,2012,0.0434,0.00021,-0.00032,0,1.639,0.019,-0.015,0,7.5,1.3,-1.3,0,9.3,1.6,-1.6,0,1.9,0.02,-0.01,0,1.41,0.02,-0.03,0,-0.03,0.1,-0.1,0,17-04-2023
HAT-P-43 b,2012,0.0443,0.0004,-0.0006,0,14.359,0.695,-0.37,0,210.395,19.069,-19.069,0,0.39,0.05,-0.05,0,1.1,0.04,-0.02,0,1.05,0.03,-0.04,0,0.23,0.08,-0.08,0,14-05-2014
HAT-P-43 b,2012,0.04445,0.00045,-0.00053,0,14.359,0.695,-0.37,0,232.0159,101.7056,-44.4962,0,0.431,0.11,-0.054,0,1.1,0.04,-0.02,0,1.05,0.03,-0.04,0,0.23,0.08,-0.08,0,18-03-2019
HATS-1 b,2012,0.04446,0.0008,-0.00084,0,14.594,1.793,-1.098,0,556.2025,60.3877,-60.3877,0,0.99,0.31,-0.29,0,1.04,0.13,-0.07,0,0.99,0.05,-0.05,0,-0.06,0.12,-0.12,0,18-03-2019
WASP-71 b,2012,0.04619,0.00069,-0.00069,0,16.37,1.46,-1.46,0,712.545,25.425,-25.425,0,0.94,0.21,-0.21,0,2.26,0.17,-0.17,0,1.56,0.07,-0.07,0,0.14,0.08,-0.08,0,25-04-2018
WASP-71 b,2012,0.04622,0.00068,-0.00069,0,16.365,1.457,-1.457,0,706.21826,24.79074,-24.79074,0,0.89,0.29,-0.2,0,2.26,0.17,-0.17,0,1.56,0.07,-0.07,0,0.14,0.08,-0.08,0,18-03-2019
WTS-1 b,2012,0.047,0.001,-0.001,0,16.7,1.79,-2.02,0,1274.44,111.24,-111.24,0,1.61,0.56,-0.56,0,1.15,0.1,-0.12,0,1.2,0.1,-0.1,0,-0.5,0.5,-0.5,0,14-05-2014
WASP-54 b,2012,0.04987,0.00044,-0.00044,0,18.528,1.009,-0.93,0,202.131,7.945,-7.628,0,0.188,0.029,-0.025,0,1.83,0.09,-0.08,0,1.21,0.03,-0.03,0,-0.27,0.08,-0.08,0,25-04-2018
WASP-54 b,2012,0.04988,0.00043,-0.00045,0,18.528,1.009,-0.93,0,192.60498,5.72094,-5.72094,0,0.167,0.029,-0.024,0,1.83,0.09,-0.08,0,1.21,0.03,-0.03,0,-0.27,0.08,-0.08,0,18-03-2019
HAT-P-39 b,2012,0.05095,0.00062,-0.00063,0,17.609,1.233,-0.908,0,180.84527,28.28687,-34.9613,0,0.1836,0.006,-0.008,0,1.62,0.08,-0.06,0,1.4,0.05,-0.05,0,0.19,0.1,-0.1,0,18-03-2019
WASP-61 b,2012,0.05146,0.00097,-0.00099,0,13.899,0.336,-0.336,0,651.5515,57.2094,-54.0311,0,1.33,0.16,-0.14,0,1.36,0.03,-0.03,0,1.22,0.07,-0.07,0,-0.1,0.12,-0.12,0,18-03-2019
WASP-67 b,2012,0.05179,0.0008,-0.00078,0,15.693,3.363,-2.242,0,133.4886,11.12405,-11.12405,0,0.2,0.14,-0.084,0,0.87,0.04,-0.04,0,0.87,0.04,-0.04,0,-0.07,0.09,-0.09,0,18-03-2019
WASP-79 b,2012,0.0519,0.0008,-0.0008,0,17.15,0.448,-0.448,0,270.1555,25.4264,-25.4264,0,0.318,0.031,-0.031,0,1.51,0.04,-0.03,0,1.39,0.06,-0.06,0,0.03,0.1,-0.1,0,16-10-2020
WASP-47 b,2012,0.052,0.011,-0.011,0,12.9,2.8,-2.8,0,383,190,-120,0,0.98,0.21,-0.21,0,1.16,0.26,-0.26,0,1.11,0.89,-0.49,0,0.36,0.05,-0.05,0,26-06-2018
WASP-61 b,2012,0.0521,0.0008,-0.0008,0,13.563,0.336,-0.336,0,654.7298,50.8528,-50.8528,0,1.55,0.12,-0.13,0,1.39,0.03,-0.03,0,1.27,0.06,-0.06,0,-0.1,0.12,-0.12,0,16-10-2020
WASP-79 b,2012,0.0521,0.0011,-0.001,0,20.4,4.147,-2.578,0,267.93069,27.01555,-25.4264,0,0.178,0.088,-0.068,0,1.69,0.35,-0.18,0,1.42,0.11,-0.08,0,0.03,0.1,-0.1,0,18-03-2019
HAT-P-38 b,2012,0.05231,0.00085,-0.00089,0,9.247,1.031,-0.706,0,84.86061,6.3566,-6.3566,0,0.6,0.19,-0.15,0,0.92,0.1,-0.07,0,0.89,0.04,-0.04,0,0.06,0.1,-0.1,0,18-03-2019
WASP-60 b,2012,0.0531,0.0006,-0.0006,0,9.64,1.35,-1.35,0,163.358,10.806,-10.806,0,1.1,0.4,-0.4,0,1.14,0.13,-0.13,0,1.08,0.04,-0.04,0,-0.04,0.09,-0.09,0,25-04-2018
WASP-60 b,2012,0.05311,0.00058,-0.00059,0,9.64,1.345,-1.345,0,160.50415,15.25584,-15.25584,0,0.99,0.57,-0.34,0,1.14,0.13,-0.13,0,1.08,0.04,-0.04,0,-0.04,0.09,-0.09,0,18-03-2019
WASP-55 b,2012,0.05326,0.00071,-0.00071,0,14.572,0.56,-0.336,0,181.48093,14.30235,-13.34886,0,0.321,0.038,-0.039,0,1.06,0.03,-0.02,0,1.01,0.04,-0.04,0,-0.2,0.08,-0.08,0,18-03-2019
WASP-63 b,2012,0.05417,0.00067,-0.00089,0,14.908,2.69,-2.69,0,107.74437,9.5349,-9.5349,0,0.179,0.14,-0.07,0,1.76,0.11,-0.08,0,1.1,0.04,-0.06,0,0.08,0.07,-0.07,0,18-03-2019
WASP-56 b,2012,0.05458,0.00041,-0.00041,0,12.24,0.392,-0.37,0,181.473,10.806,-11.124,0,0.583,0.064,-0.061,0,1.11,0.03,-0.02,0,1.02,0.02,-0.02,0,0.12,0.06,-0.06,0,25-04-2018
WASP-66 b,2012,0.05461,0.00099,-0.00096,0,15.581,1.009,-1.009,0,753.2571,44.4962,-44.4962,0,1.09,0.25,-0.19,0,1.75,0.09,-0.09,0,1.3,0.07,-0.07,0,-0.31,0.1,-0.1,0,18-03-2019
WASP-42 b,2012,0.0548,0.0017,-0.0018,0,11.915,0.572,-0.572,0,159.23283,10.80622,-10.80622,0,0.514,0.094,-0.074,0,0.85,0.04,-0.04,0,0.88,0.09,-0.08,0,0.05,0.13,-0.13,0,18-03-2019
KELT-2 A b,2012,0.05497,0.00037,-0.00037,0,14.46,0.717,-0.56,0,485.32641,27.65121,-27.96904,0,0.91,0.13,-0.12,0,1.83,0.07,-0.03,0,1.31,0.03,-0.03,0,0.034,0.077,-0.077,0,18-03-2019
WASP-60 b,2012,0.05548,0.00046,-0.00046,0,13.731,0.773,-0.773,0,177.9848,11.44188,-11.44188,0,0.378,0.069,-0.069,0,1.4,0.07,-0.07,0,1.23,0.03,-0.03,0,0.26,0.07,-0.07,0,27-11-2019
WASP-55 b,2012,0.0558,0.0006,-0.0006,0,14.964,0.359,-0.247,0,199.27941,12.07754,-12.39537,0,0.329,0.023,-0.028,0,1.1,0.02,-0.02,0,1.16,0.04,-0.04,0,0.09,0.05,-0.05,0,25-04-2018
WASP-42 b,2012,0.0561,0.0012,-0.0012,0,12.576,0.437,-0.437,0,167.49641,8.89924,-8.89924,0,0.464,0.04,-0.04,0,0.89,0.03,-0.03,0,0.95,0.06,-0.06,0,0.29,0.05,-0.05,0,24-02-2016
WASP-58 b,2012,0.0561,0.002,-0.002,0,15.36,2.24,-2.24,0,282.86,22.25,-22.25,0,0.45,0.19,-0.19,0,1.17,0.13,-0.13,0,0.94,0.1,-0.1,0,-0.45,0.09,-0.09,0,25-04-2018
WASP-56 b,2012,0.05614,0.0004,-0.00041,0,12.24,0.392,-0.37,0,190.38017,12.7132,-12.39537,0,0.571,0.069,-0.062,0,1.11,0.03,-0.02,0,1.11,0.02,-0.02,0,0.12,0.06,-0.06,0,18-03-2019
WASP-58 b,2012,0.0562,0.0019,-0.002,0,15.356,2.242,-2.242,0,285.72917,23.51942,-22.88376,0,0.44,0.27,-0.15,0,1.17,0.13,-0.13,0,0.94,0.1,-0.1,0,-0.45,0.09,-0.09,0,18-03-2019
WASP-62 b,2012,0.05672,0.00075,-0.00079,0,15.581,0.673,-0.673,0,180.52744,13.66669,-13.34886,0,0.262,0.043,-0.036,0,1.28,0.05,-0.05,0,1.25,0.05,-0.05,0,0.04,0.06,-0.06,0,18-03-2019
